Date,Month_Name,Month_Num,Customer_ID,Customer Name,Visit Type,Common_Value,Configuration,Location,Tower,Project Name,Parent Source,Lead Mode,Sourcing Manager,Closing Manger,Ethnicity,Age Group,Property Type,Married Status,Annual Income,No. of Children,Customer_ID2,Budget for property upto,Home owner,Purpose,Potential
12/9/2025,Dec,12,1101,DHRUV SETH,Fresh,1,{1bhk},Chunabhatti,E,Vasudha,Channel Partner,Sterling Land,Shray Rajagopalan,Urvi Wason,Christian,25-35,Ready To Move,No,50L-75L,3,1101,"₹ 10,000,000.00",1st Time,Self use,0
12/30/2025,Dec,12,1102,trisha lala,2nd Time,1,{2bhk},Vikhroli,C,Crescent,Channel Partner,Pacific Land,Umang Khare,Hansh Srivastava,Hindu,25-35,Ready To Move,Yes,25L-50L,0,1102,"₹ 15,000,000.00",2nd Time,Self use,1
7/9/2025,Jul,7,1103,jivin bandi,Fresh,1,{2bhk},Colaba,B,Triangle,Direct,Direct,Adira Tank,Vritika Bhakta,Hindu,46-60,Ready To Move,Yes,75L-1Cr,2,1103,"₹ 15,000,000.00",1st Time,Self use,0
11/12/2025,Nov,11,1104,MEHUL GOLLA,Fresh,1,{1bhk},Kandivali,C,Crescent,Direct,Direct,Tiya Gour,Shray Amble,Punjabi,25-35,Under Construction,Yes,50L-75L,0,1104,"₹ 10,000,000.00",1st Time,Self use,0
11/6/2025,Nov,11,1105,DHANUSH DESHPANDE,2nd Time,1,{2bhk},Kandivali,B,Crescent,Direct,Direct,Vidur Srinivasan,Indranil Rau,Hindu,46-60,Under Construction,No,75L-1Cr,3,1105,"₹ 15,000,000.00",2nd Time,Self use,1
10/16/2025,?Oct?,10,1106,tara roy,Fresh,1,{2bhk},Goregaon,C,Crescent,Direct,Direct,Samar Comar,Indranil Rau,Jain,36-45,Under Construction,No,25L-50L,4,1106,"₹ 15,000,000.00",2nd Time,Self use,0
7/3/2025,Jul,7,1107,SHLOK RAMAN,2nd Time,1,{2bhk},Grant Road,C,Triangle,Channel Partner,Evolve Homes,Navya Kashyap,Divyansh Ramachandran,Gujarati,25-35,Ready To Move,No,25L-50L,1,1107,"₹ 15,000,000.00",1st Time,Investment,0
2/16/2025,Feb,2,1108,yuvaan jhaveri,Fresh,1,{4bhk},Mira Road,B,Woods,Channel Partner,Genesis Estates,Jhanvi Madan,Urvi Wason,Gujarati,36-45,Under Construction,Yes,25L-50L,3,1108,"₹ 15,000,000.00",2nd Time,Self use,0
3/25/2025,Mar,3,1109,TARAN SANT,Fresh,1,{1bhk},Kandivali,C,Crescent,Direct,Direct,Ayesha Date,Vritika Bhakta,Marwardi,36-45,Under Construction,Yes,50L-75L,4,1109,"₹ 10,000,000.00",1st Time,Self use,0
10/17/2025,Oct,10,1110,lakshay shah,Fresh,1,{2bhk},Worli,B,Crescent,Channel Partner,Zenith Estates,Himmat Solanki,Urvi Wason,Christian,46-60,Ready To Move,Yes,1Cr>,3,1110,"₹ 15,000,000.00",2nd Time,Self use,1
11/4/2025,Nov,11,1111,arnav devan,2nd Time,1,{3bhk},Worli,B,Triangle,Channel Partner,Prime Ventures,Ayesha Date,Indranil Rau,Gujarati,46-60,Under Construction,Yes,50L-75L,3,1111,"₹ 20,000,000.00",2nd Time,Self use,0
11/7/2025,Nov,11,1112,HIRAN GILL,2nd Time,1,{1bhk},Byculla,E,Triangle,Channel Partner,Genesis Estates,Shray Sunder,Urvi Wason,Marwardi,25-35,Under Construction,No,50L-75L,1,1112,"₹ 10,000,000.00",1st Time,Investment,0
10/22/2025,Oct,10,1113,CHARVI VENKATARAMAN,2nd Time,1,{2bhk},Mulund,B,Triangle,Channel Partner,Element Real Estate,Damini Din,Advik Chandra,Gujarati,46-60,Ready To Move,Yes,0-25L,2,1113,"₹ 15,000,000.00",1st Time,Investment,0
1/17/2025,Jan,1,1114,tiya sagar,Fresh,1,{2bhk},Kandivali,C,Vasudha,Direct,Direct,Mehul Gara,Ishaan Balay,Jain,25-35,Under Construction,Yes,50L-75L,2,1114,"₹ 15,000,000.00",2nd Time,Self use,1
10/8/2025,?Oct?,10,1115,BHAMINI WALI,Fresh,1,{2bhk},Kandivali,C,Woods,Direct,Direct,Damini Din,Vritika Bhakta,Marwardi,36-45,Under Construction,Yes,1Cr>,4,1115,"₹ 15,000,000.00",1st Time,Self use,0
9/13/2025,Sep,9,1116,YUVAAN SOLANKI,2nd Time,1,{1bhk},Grant Road,E,Crescent,Direct,Direct,Jhanvi Madan,Vritika Bhakta,Marwardi,36-45,Under Construction,Yes,25L-50L,3,1116,"₹ 10,000,000.00",2nd Time,Investment,1
10/14/2025,Oct,10,1117,ELA BHAKTA,Fresh,1,{1bhk},Vile Parle,B,Crescent,Direct,Direct,Yakshit Balan,Vardaniya Thakur,Jain,36-45,Under Construction,No,0-25L,2,1117,"₹ 10,000,000.00",2nd Time,Investment,0
8/4/2025,Aug,8,1118,anika bhatia,2nd Time,1,{2bhk},Grant Road,B,Crescent,Channel Partner,UrbanRise Partners,Jhanvi Madan,Divyansh Ramachandran,Hindu,36-45,Ready To Move,Yes,25L-50L,4,1118,"₹ 15,000,000.00",2nd Time,Self use,1
8/24/2025,Aug,8,1119,aarav chaudhuri,Fresh,1,{3bhk},Goregaon,B,Triangle,Channel Partner,Vision Realty,Jhanvi Madan,Hansh Srivastava,Hindu,25-35,Ready To Move,Yes,50L-75L,3,1119,"₹ 20,000,000.00",1st Time,Self use,0
5/31/2025,May,5,1120,anay chauhan,Fresh,1,{2bhk},Kandivali,B,Crescent,Direct,Direct,Mehul Rajagopalan,Vardaniya Thakur,Gujarati,36-45,Under Construction,Yes,0-25L,3,1120,"₹ 15,000,000.00",1st Time,Investment,0
10/19/2025,Oct,10,1121,neelofar contractor,Fresh,1,{2bhk},Grant Road,A,Crescent,Channel Partner,Unity Homes,Jhanvi Madan,Ishaan Balay,Gujarati,36-45,Ready To Move,No,0-25L,3,1121,"₹ 15,000,000.00",1st Time,Investment,0
1/12/2025,Jan,1,1122,YASMIN RAY,Fresh,1,{2bhk},Kandivali,D,Crescent,Channel Partner,Opus Realty,Tiya Gour,Advik Chandra,Christian,25-35,Under Construction,No,25L-50L,1,1122,"₹ 15,000,000.00",1st Time,Investment,1
10/13/2025,Oct,10,1123,VIVAAN ISSAC,Fresh,1,{2bhk},Mira Road,A,Crescent,Channel Partner,Skyline Builders,Jhanvi Madan,Vritika Bhakta,Jain,46-60,Under Construction,Yes,25L-50L,3,1123,"₹ 15,000,000.00",2nd Time,Self use,0
9/27/2025,Sep,9,1124,lagan chadha,2nd Time,1,{2bhk},Goregaon,D,Woods,Channel Partner,LandMark Realty,Sana Sarin,Vritika Bhakta,Jain,36-45,Under Construction,Yes,75L-1Cr,4,1124,"₹ 15,000,000.00",2nd Time,Investment,0
6/12/2025,Jun,6,1125,JIVIKA CHAUDHARY,Fresh,1,{2bhk},Parel,A,Crescent,Direct,Direct,Adira Tank,Hansh Srivastava,Jain,46-60,Under Construction,No,50L-75L,3,1125,"₹ 15,000,000.00",1st Time,Self use,0
11/13/2025,Nov,11,1126,kiara balay,Fresh,1,{1bhk},Kandivali,E,Woods,Channel Partner,Frontier Homes,Umang Khare,Hansh Srivastava,Jain,25-35,Under Construction,Yes,50L-75L,3,1126,"₹ 10,000,000.00",2nd Time,Investment,0
10/13/2025,?Oct?,10,1127,aniruddh raju,Fresh,1,{1bhk},Goregaon,B,Crescent,Channel Partner,CityScape Realty,Samar Comar,Indranil Rau,Marwardi,36-45,Under Construction,Yes,0-25L,3,1127,"₹ 10,000,000.00",1st Time,Self use,1
12/7/2025,Dec,12,1128,shalv rau,Fresh,1,{2bhk},Kandivali,B,Woods,Direct,Direct,Shray Sunder,Urvi Wason,Jain,36-45,Ready To Move,Yes,25L-50L,2,1128,"₹ 15,000,000.00",1st Time,Self use,0
11/7/2025,Nov,11,1129,pranay trivedi,Fresh,1,{2bhk},Churchgate,D,Triangle,Channel Partner,Crown Properties,Vaibhav Arora,Vritika Bhakta,Christian,61-90,Under Construction,Yes,75L-1Cr,2,1129,"₹ 15,000,000.00",1st Time,Investment,0
12/22/2025,Dec,12,1130,BHAMINI KALITA,2nd Time,1,{1bhk},Goregaon,D,Triangle,Direct,Direct,Mehul Rajagopalan,Vritika Bhakta,Gujarati,46-60,Under Construction,Yes,0-25L,2,1130,"₹ 10,000,000.00",2nd Time,Self use,0
7/22/2025,Jul,7,1131,indrajit kale,Fresh,1,{1bhk},Kandivali,A,Woods,Channel Partner,CapitalCity Partners,Tushar Ray,Vritika Bhakta,Hindu,36-45,Under Construction,Yes,25L-50L,3,1131,"₹ 10,000,000.00",2nd Time,Self use,0
3/9/2025,Mar,3,1132,sara subramaniam,2nd Time,1,{1bhk},Kandivali,B,Triangle,Direct,Direct,Damini Din,Urvi Wason,Gujarati,36-45,Under Construction,Yes,0-25L,3,1132,"₹ 10,000,000.00",1st Time,Self use,0
3/4/2025,Mar,3,1133,raghav basu,Fresh,1,{2bhk},Goregaon,D,Woods,Channel Partner,Union Realty Group,Adira Tank,Divyansh Ramachandran,Marwardi,46-60,Under Construction,Yes,50L-75L,4,1133,"₹ 15,000,000.00",2nd Time,Investment,0
3/18/2025,Mar,3,1134,SEHER BASU,Fresh,1,{2bhk},Goregaon,C,Woods,Direct,Direct,Fateh Handa,Hansh Srivastava,Gujarati,36-45,Ready To Move,Yes,75L-1Cr,4,1134,"₹ 15,000,000.00",1st Time,Self use,1
3/23/2025,Mar,3,1135,VARDANIYA TAILOR,2nd Time,1,{2bhk},Kandivali,C,Vasudha,Direct,Direct,Ayesha Date,Shray Amble,Jain,36-45,Under Construction,Yes,50L-75L,3,1135,"₹ 15,000,000.00",1st Time,Self use,0
3/25/2025,Mar,3,1136,adah keer,2nd Time,1,{1bhk},Goregaon,D,Triangle,Direct,Direct,Damini Din,Shray Amble,Gujarati,36-45,Under Construction,Yes,25L-50L,3,1136,"₹ 10,000,000.00",1st Time,Investment,0
10/31/2025,Oct,10,1137,ANAHITA SEHGAL,Fresh,1,{1bhk},Malad,C,Triangle,Direct,Direct,Neysa Mallick,Shray Amble,Hindu,25-35,Under Construction,Yes,25L-50L,1,1137,"₹ 10,000,000.00",1st Time,Self use,0
10/21/2025,Oct,10,1138,TRISHA JANI,Fresh,1,{3bhk},Kandivali,D,Triangle,Channel Partner,MapleLeaf Realty,Vaibhav Arora,Hansh Srivastava,Jain,46-60,Under Construction,Yes,75L-1Cr,2,1138,"₹ 20,000,000.00",2nd Time,Self use,0
12/25/2025,Dec,12,1139,YAKSHIT RAMA,Fresh,1,{2bhk},Mulund,B,Woods,Direct,Direct,Yakshit Balan,Vritika Bhakta,Gujarati,36-45,Ready To Move,No,25L-50L,4,1139,"₹ 15,000,000.00",1st Time,Self use,1
3/14/2025,Mar,3,1140,NAKUL KARAN,2nd Time,1,{2bhk},Kandivali,A,Woods,Channel Partner,Sapphire Holdings,Jhanvi Madan,Divit Sastry,Gujarati,61-90,Ready To Move,Yes,25L-50L,3,1140,"₹ 15,000,000.00",1st Time,Investment,0
7/4/2025,Jul,7,1141,hiran d’alia,2nd Time,1,{2bhk},Dadar,A,Crescent,Channel Partner,Zenith Estates,Yakshit Balan,Divyansh Ramachandran,Gujarati,36-45,Ready To Move,Yes,75L-1Cr,3,1141,"₹ 15,000,000.00",1st Time,Self use,1
3/13/2025,Mar,3,1142,nitya chaudhari,Fresh,1,{1bhk},Malad,A,Triangle,Channel Partner,Zenith Estates,Ayesha Date,Vritika Bhakta,Gujarati,61-90,Ready To Move,Yes,0-25L,2,1142,"₹ 10,000,000.00",2nd Time,Self use,0
8/3/2025,Aug,8,1143,NIRVAAN TRIVEDI,Fresh,1,{1bhk},Goregaon,C,Crescent,Channel Partner,UrbanRise Partners,Jhanvi Madan,Indranil Rau,Marwardi,36-45,Under Construction,Yes,25L-50L,2,1143,"₹ 10,000,000.00",1st Time,Investment,0
5/22/2025,May,5,1144,MISHA SINHA,Fresh,1,{4bhk},Malad,D,Vallia,Channel Partner,Pioneer Landmarks,Jhanvi Madan,Vritika Bhakta,Jain,36-45,Under Construction,Yes,0-25L,2,1144,"₹ 15,000,000.00",1st Time,Self use,0
9/15/2025,Sep,9,1145,nirvaan balay,Fresh,1,{2bhk},Byculla,D,Triangle,Direct,Direct,Umang Khare,Urvi Wason,Marwardi,36-45,Ready To Move,No,25L-50L,2,1145,"₹ 15,000,000.00",1st Time,Investment,1
1/19/2025,Jan,1,1146,lakshit goda,Fresh,1,{1bhk},Kandivali,C,Triangle,Channel Partner,Majestic Homes,Mehul Rajagopalan,Hansh Srivastava,Christian,46-60,Under Construction,Yes,25L-50L,2,1146,"₹ 10,000,000.00",1st Time,Self use,1
10/7/2025,?Oct?,10,1147,ARNAV SAHA,Fresh,1,{1bhk},Goregaon,E,Crescent,Channel Partner,Aspire Realty,Ahana Bhardwaj,Divit Sastry,Hindu,25-35,Ready To Move,Yes,25L-50L,1,1147,"₹ 10,000,000.00",1st Time,Self use,1
9/12/2025,Sep,9,1148,ishita garg,2nd Time,1,{3bhk},Kandivali,A,Triangle,Channel Partner,Infinity Realty,Tushar Ray,Ishaan Balay,Gujarati,25-35,Ready To Move,Yes,25L-50L,0,1148,"₹ 20,000,000.00",2nd Time,Self use,0
2/19/2025,Feb,2,1149,renee bhatt,Fresh,1,{2bhk},Lower Parel,D,Woods,Direct,Direct,Jhanvi Madan,Advik Chandra,Gujarati,36-45,Ready To Move,Yes,25L-50L,4,1149,"₹ 15,000,000.00",1st Time,Self use,1
2/25/2025,Feb,2,1150,umang shan,Fresh,1,{2bhk},Mira Road,B,Crescent,Channel Partner,Apex Realty,Alia Dube,Urvi Wason,Hindu,36-45,Under Construction,Yes,50L-75L,3,1150,"₹ 15,000,000.00",1st Time,Self use,0
7/26/2025,Jul,7,1151,OJAS VARTY,Fresh,1,{2bhk},Matunga,D,Woods,Direct,Direct,Jhanvi Madan,Divit Sastry,Hindu,25-35,Ready To Move,Yes,75L-1Cr,2,1151,"₹ 15,000,000.00",1st Time,Self use,0
10/29/2025,Oct,10,1152,GOKUL TAILOR,Fresh,1,{2bhk},Sewri,B,Woods,Channel Partner,Crystal Builders,Samar Comar,Advik Chandra,Christian,46-60,Under Construction,Yes,25L-50L,4,1152,"₹ 15,000,000.00",1st Time,Investment,1
10/7/2025,?Oct?,10,1153,dhanush korpal,Fresh,1,{1bhk},Mulund,D,Woods,Direct,Direct,Tushar Ray,Divyansh Ramachandran,Jain,36-45,Under Construction,Yes,0-25L,4,1153,"₹ 10,000,000.00",2nd Time,Investment,0
7/12/2025,Jul,7,1154,RAUNAK UPPAL,2nd Time,1,{2bhk},Malad,B,Triangle,Channel Partner,Sapphire Holdings,Jhanvi Madan,Urvi Wason,Hindu,25-35,Under Construction,No,50L-75L,3,1154,"₹ 15,000,000.00",1st Time,Self use,1
5/24/2025,May,5,1155,anaya rastogi,Fresh,1,{2bhk},Kandivali,D,Crescent,Channel Partner,Pacific Land,Damini Din,Vritika Bhakta,Jain,46-60,Under Construction,No,1Cr>,3,1155,"₹ 15,000,000.00",2nd Time,Self use,1
12/10/2025,Dec,12,1156,manjari raja,Fresh,1,{2bhk},Kandivali,B,Triangle,Channel Partner,Aspire Realty,Jhanvi Madan,Urvi Wason,Gujarati,25-35,Under Construction,Yes,75L-1Cr,3,1156,"₹ 15,000,000.00",2nd Time,Investment,0
4/6/2025,Apr,4,1157,ryan badal,Fresh,1,{2bhk},Chunabhatti,A,Triangle,Channel Partner,Prime Ventures,Damini Din,Vardaniya Thakur,Gujarati,61-90,Under Construction,Yes,25L-50L,3,1157,"₹ 15,000,000.00",2nd Time,Self use,0
9/12/2025,Sep,9,1158,anahi dewan,Fresh,1,{2bhk},Malad,C,Woods,Channel Partner,Infinity Realty,Shray Rajagopalan,Urvi Wason,Hindu,36-45,Under Construction,Yes,75L-1Cr,3,1158,"₹ 15,000,000.00",2nd Time,Self use,0
7/30/2025,Jul,7,1159,arhaan sundaram,Fresh,1,{2bhk},Parel,C,Crescent,Direct,Direct,Navya Kashyap,Urvi Wason,Hindu,46-60,Ready To Move,Yes,25L-50L,3,1159,"₹ 15,000,000.00",1st Time,Investment,0
10/4/2025,Oct,10,1160,saanvi lad,Fresh,1,{1bhk},Goregaon,D,Triangle,Channel Partner,Vertex Land,Jhanvi Madan,Divyansh Ramachandran,Hindu,25-35,Under Construction,Yes,50L-75L,0,1160,"₹ 10,000,000.00",1st Time,Self use,0
10/10/2025,Oct,10,1161,eva kothari,Fresh,1,{4bhk},Kandivali,E,Crescent,Direct,Direct,Damini Din,Urvi Wason,Gujarati,46-60,Under Construction,Yes,0-25L,3,1161,"₹ 15,000,000.00",1st Time,Self use,0
9/5/2025,Sep,9,1162,dhruv bava,Fresh,1,{1bhk},Kandivali,A,Woods,Channel Partner,NextGen Estates,Jhanvi Madan,Hansh Srivastava,Jain,46-60,Ready To Move,Yes,0-25L,3,1162,"₹ 10,000,000.00",1st Time,Self use,0
1/2/2025,Jan,1,1163,ANIKA DESHPANDE,Fresh,1,{4bhk},Chandivali,C,Crescent,Direct,Direct,Ahana Bhardwaj,Hansh Srivastava,Gujarati,25-35,Under Construction,Yes,50L-75L,3,1163,"₹ 15,000,000.00",1st Time,Self use,0
7/31/2025,Jul,7,1164,MADHAV WALIA,2nd Time,1,{1bhk},Kandivali,E,Crescent,Channel Partner,MapleLeaf Realty,Alia Dube,Vritika Bhakta,Marwardi,61-90,Under Construction,Yes,25L-50L,3,1164,"₹ 10,000,000.00",2nd Time,Self use,1
11/14/2025,Nov,11,1165,miraya golla,Fresh,1,{2bhk},Sewri,C,Vallia,Channel Partner,Prime Ventures,Ayesha Date,Divyansh Ramachandran,Gujarati,46-60,Ready To Move,Yes,0-25L,2,1165,"₹ 15,000,000.00",2nd Time,Investment,0
10/2/2025,?Oct?,10,1166,PURAB BALAY,Fresh,1,{1bhk},Kopar Khairane,A,Crescent,Direct,Direct,Navya Kashyap,Vritika Bhakta,Hindu,25-35,Under Construction,Yes,50L-75L,2,1166,"₹ 10,000,000.00",1st Time,Self use,0
12/19/2025,Dec,12,1167,BIJU SALVI,Fresh,1,{3bhk},Nariman Point,E,Crescent,Channel Partner,Empire Estates,Himmat Solanki,Hansh Srivastava,Gujarati,25-35,Under Construction,Yes,50L-75L,2,1167,"₹ 20,000,000.00",1st Time,Self use,0
10/17/2025,Oct,10,1168,darshit kannan,Fresh,1,{2bhk},Kandivali,C,Triangle,Channel Partner,Legacy Landmarks,Adira Tank,Shray Amble,Jain,36-45,Ready To Move,Yes,25L-50L,3,1168,"₹ 15,000,000.00",2nd Time,Self use,0
11/23/2025,Nov,11,1169,jayan apte,Fresh,1,{2bhk},Kandivali,D,Triangle,Channel Partner,Prime Point Realty,Ahana Bhardwaj,Divyansh Ramachandran,Jain,46-60,Under Construction,Yes,0-25L,4,1169,"₹ 15,000,000.00",2nd Time,Investment,0
10/18/2025,?Oct?,10,1170,SARA KRISHNAMURTHY,Fresh,1,{2bhk},Malad,B,Vallia,Channel Partner,Allied Estates,Jhanvi Madan,Advik Chandra,Jain,46-60,Under Construction,Yes,75L-1Cr,3,1170,"₹ 15,000,000.00",2nd Time,Investment,1
2/14/2025,Feb,2,1171,AHANA  VORA,Fresh,1,{2bhk},Matunga,D,Vasudha,Direct,Direct,Neysa Mallick,Shray Amble,Jain,36-45,Ready To Move,Yes,1Cr>,2,1171,"₹ 15,000,000.00",2nd Time,Self use,0
10/6/2025,Oct,10,1172,ALIA BATH,2nd Time,1,{4bhk},Kandivali,A,Woods,Direct,Direct,Vidur Srinivasan,Divyansh Ramachandran,Marwardi,36-45,Ready To Move,No,50L-75L,4,1172,"₹ 15,000,000.00",1st Time,Investment,0
10/19/2025,?Oct?,10,1173,jivika comar,2nd Time,1,{1bhk},Bhandup,E,Triangle,Channel Partner,Orion Developments,Damini Din,Hansh Srivastava,Muslim,46-60,Ready To Move,No,50L-75L,4,1173,"₹ 10,000,000.00",1st Time,Investment,0
11/21/2025,Nov,11,1174,ivan ray,Fresh,1,{2bhk},Malad,C,Crescent,Channel Partner,RealVista Group,Damini Din,Vritika Bhakta,Hindu,36-45,Under Construction,Yes,1Cr>,2,1174,"₹ 15,000,000.00",1st Time,Self use,0
3/18/2025,Mar,3,1175,SAMAIRA SURA,Fresh,1,{2bhk},Malad,C,Vasudha,Channel Partner,Aurora Builders,Tiya Gour,Hansh Srivastava,Christian,36-45,Ready To Move,Yes,50L-75L,3,1175,"₹ 15,000,000.00",2nd Time,Investment,0
8/11/2025,Aug,8,1176,nitara saini,Fresh,1,{2bhk},Kandivali,B,Crescent,Channel Partner,Prime Ventures,Jhanvi Madan,Shray Amble,Hindu,25-35,Ready To Move,Yes,0-25L,2,1176,"₹ 15,000,000.00",2nd Time,Investment,0
10/28/2025,Oct,10,1177,MADHAV RANGANATHAN,2nd Time,1,{2bhk},Juhu,E,Crescent,Channel Partner,Infinity Realty,Ayesha Date,Advik Chandra,Hindu,36-45,Under Construction,Yes,25L-50L,4,1177,"₹ 15,000,000.00",2nd Time,Self use,0
12/5/2025,Dec,12,1178,dishani thaker,Fresh,1,{2bhk},Vile Parle,E,Triangle,Direct,Direct,Tushar Ray,Indranil Rau,Gujarati,36-45,Under Construction,Yes,50L-75L,4,1178,"₹ 15,000,000.00",2nd Time,Self use,0
6/5/2025,Jun,6,1179,umang iyengar,2nd Time,1,{2bhk},Bandra,D,Crescent,Channel Partner,Crescent Realty,Samar Comar,Advik Chandra,Marwardi,36-45,Under Construction,Yes,0-25L,2,1179,"₹ 15,000,000.00",1st Time,Self use,1
5/30/2025,May,5,1180,badal hegde,Fresh,1,{2bhk},Kandivali,C,Triangle,Channel Partner,Opus Realty,Vidur Srinivasan,Divit Sastry,Jain,36-45,Ready To Move,No,0-25L,2,1180,"₹ 15,000,000.00",1st Time,Investment,1
3/20/2025,Mar,3,1181,RHEA CHANDA,2nd Time,1,{1bhk},Wadala,A,Crescent,Channel Partner,Skyline Builders,Jhanvi Madan,Vritika Bhakta,Jain,61-90,Ready To Move,No,50L-75L,2,1181,"₹ 10,000,000.00",2nd Time,Self use,0
10/28/2025,?Oct?,10,1182,LAGAN CHAUHAN,2nd Time,1,{2bhk},Goregaon,E,Woods,Channel Partner,Pinnacle Properties,Tiya Gour,Vritika Bhakta,Gujarati,46-60,Under Construction,Yes,1Cr>,4,1182,"₹ 15,000,000.00",2nd Time,Self use,1
3/20/2025,Mar,3,1183,manjari kota,2nd Time,1,{2bhk},Goregaon,B,Crescent,Direct,Direct,Mehul Rajagopalan,Divyansh Ramachandran,Hindu,61-90,Ready To Move,Yes,50L-75L,3,1183,"₹ 15,000,000.00",1st Time,Self use,0
8/9/2025,Aug,8,1184,URVI KALE,Fresh,1,{3bhk},Kandivali,A,Crescent,Channel Partner,Skyline Builders,Jhanvi Madan,Shray Amble,Gujarati,36-45,Under Construction,No,25L-50L,3,1184,"₹ 20,000,000.00",2nd Time,Self use,1
10/10/2025,Oct,10,1185,VIDUR HORA,2nd Time,1,{1bhk},Kandivali,B,Woods,Channel Partner,Vertex Land,Shray Rajagopalan,Divyansh Ramachandran,Gujarati,36-45,Under Construction,Yes,1Cr>,2,1185,"₹ 10,000,000.00",1st Time,Self use,1
8/6/2025,Aug,8,1186,SAIRA MANI,Fresh,1,{2bhk},Kandivali,E,Crescent,Direct,Direct,Damini Din,Divit Sastry,Gujarati,36-45,Under Construction,Yes,0-25L,2,1186,"₹ 15,000,000.00",1st Time,Investment,0
11/17/2025,Nov,11,1187,navya kunda,2nd Time,1,{2bhk},Goregaon,A,Crescent,Channel Partner,Prime Point Realty,Jhanvi Madan,Divit Sastry,Jain,36-45,Under Construction,Yes,25L-50L,3,1187,"₹ 15,000,000.00",1st Time,Investment,1
8/17/2025,Aug,8,1188,hansh gera,Fresh,1,{1bhk},Mulund,C,Triangle,Channel Partner,Prime Ventures,Damini Din,Vritika Bhakta,Marwardi,46-60,Under Construction,Yes,25L-50L,4,1188,"₹ 10,000,000.00",1st Time,Self use,0
10/4/2025,?Oct?,10,1189,AMANI JANI,Fresh,1,{2bhk},Borivali,A,Triangle,Channel Partner,NextGen Estates,Jhanvi Madan,Vritika Bhakta,Christian,25-35,Under Construction,Yes,50L-75L,1,1189,"₹ 15,000,000.00",1st Time,Investment,0
10/23/2025,Oct,10,1190,hiran verma,2nd Time,1,{3bhk},Goregaon,C,Crescent,Direct,Direct,Navya Kashyap,Vritika Bhakta,Jain,25-35,Under Construction,Yes,25L-50L,2,1190,"₹ 20,000,000.00",1st Time,Self use,0
4/12/2025,Apr,4,1191,SARA CHADHA,Fresh,1,{1bhk},Wadala,B,Crescent,Channel Partner,Sapphire Holdings,Sana Rege,Vritika Bhakta,Gujarati,36-45,Ready To Move,Yes,50L-75L,4,1191,"₹ 10,000,000.00",2nd Time,Self use,0
9/9/2025,Sep,9,1192,yashvi chakraborty,2nd Time,1,{1bhk},Kandivali,A,Triangle,Channel Partner,MetroPeak Developments,Ayesha Date,Vritika Bhakta,Gujarati,46-60,Ready To Move,Yes,25L-50L,2,1192,"₹ 10,000,000.00",2nd Time,Self use,0
4/22/2025,Apr,4,1193,dhanush dada,2nd Time,1,{3bhk},Dadar,B,Vallia,Direct,Direct,Vaibhav Arora,Urvi Wason,Christian,25-35,Ready To Move,Yes,75L-1Cr,3,1193,"₹ 20,000,000.00",1st Time,Self use,1
7/27/2025,Jul,7,1194,drishya sathe,Fresh,1,{1bhk},Kandivali,E,Crescent,Direct,Direct,Sana Sarin,Vritika Bhakta,Hindu,36-45,Under Construction,Yes,50L-75L,3,1194,"₹ 10,000,000.00",1st Time,Self use,1
6/27/2025,Jun,6,1195,ZAINA RASTOGI,Fresh,1,{3bhk},Prabhadevi,D,Crescent,Channel Partner,Orion Developments,Ayesha Date,Ishaan Balay,Marwardi,36-45,Under Construction,Yes,50L-75L,4,1195,"₹ 20,000,000.00",2nd Time,Self use,1
8/17/2025,Aug,8,1196,LAKSHIT KEER,Fresh,1,{2bhk},Kandivali,B,Woods,Channel Partner,Evergreen Holdings,Adira Tank,Vardaniya Thakur,Marwardi,36-45,Under Construction,Yes,1Cr>,3,1196,"₹ 15,000,000.00",1st Time,Self use,0
10/28/2025,Oct,10,1197,nayantara vala,Fresh,1,{1bhk},Kandivali,B,Woods,Direct,Direct,Umang Khare,Divit Sastry,Hindu,36-45,Under Construction,Yes,0-25L,2,1197,"₹ 10,000,000.00",2nd Time,Self use,0
3/20/2025,Mar,3,1198,anika bandi,2nd Time,1,{2bhk},Kandivali,C,Triangle,Direct,Direct,Fateh Handa,Divyansh Ramachandran,Jain,25-35,Ready To Move,No,25L-50L,2,1198,"₹ 15,000,000.00",1st Time,Investment,0
10/16/2025,Oct,10,1199,lagan sinha,Fresh,1,{1bhk},Bandra,B,Crescent,Channel Partner,Orion Developments,Shanaya Shetty,Hansh Srivastava,Hindu,36-45,Ready To Move,Yes,25L-50L,3,1199,"₹ 10,000,000.00",2nd Time,Investment,0
7/22/2025,Jul,7,1200,ROMIL SACHDEV,Fresh,1,{1bhk},Worli,A,Vasudha,Channel Partner,Skyline Builders,Jhanvi Madan,Vritika Bhakta,Gujarati,25-35,Under Construction,Yes,75L-1Cr,2,1200,"₹ 10,000,000.00",2nd Time,Self use,0
12/14/2025,Dec,12,1201,DIVYANSH KAUL,Fresh,1,{3bhk},Malad,B,Crescent,Direct,Direct,Tushar Ray,Ishaan Balay,Gujarati,46-60,Under Construction,No,50L-75L,4,1201,"₹ 20,000,000.00",2nd Time,Investment,0
